@relation Concrete_Data

@attribute CementQuantity real
@attribute BlastFurnaceSlagQuant real
@attribute FlyAshQuant real
@attribute WaterAmount real
@attribute SuperplasticizerAmount real
@attribute CoarseAggregateQuant real
@attribute FineAggregateQuant real
@attribute Age real
@attribute ConcreteCompressiveStrength real

@data
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,3,353000000000.00
28630000.0,20090000.0,0.0,14470000.0,1120000.0,100460000.0,80370000.0,3,244000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,3,353000000000.00
43900000.0,17700000.0,0.0,18600000.0,1110000.0,88490000.0,70790000.0,3,393000000000.00
38990000.0,18900000.0,0.0,14590000.0,2200000.0,94470000.0,75580000.0,3,406000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,3,353000000000.00
33790000.0,18900000.0,0.0,17490000.0,950000.0,94470000.0,75580000.0,3,241000000000.00
37400000.0,18920000.0,0.0,17010000.0,1010000.0,92610000.0,75670000.0,7,462000000000.00
31330000.0,26220000.0,0.0,17550000.0,860000.0,104690000.0,61180000.0,7,428000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,7,492000000000.00
42500000.0,10630000.0,0.0,15140000.0,1860000.0,93600000.0,80370000.0,7,468000000000.00
37500000.0,9380000.0,0.0,12660000.0,2340000.0,85210000.0,99260000.0,7,457000000000.00
47500000.0,11880000.0,0.0,18110000.0,890000.0,85210000.0,78150000.0,7,556000000000.00
46900000.0,11720000.0,0.0,13780000.0,3220000.0,85210000.0,84050000.0,7,549000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,7,492000000000.00
38860000.0,9710000.0,0.0,15790000.0,1210000.0,85210000.0,92570000.0,7,349000000000.00
53130000.0,0.0,0.0,14180000.0,2820000.0,85210000.0,89370000.0,7,469000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,7,492000000000.00
31880000.0,21250000.0,0.0,15570000.0,1430000.0,85210000.0,88040000.0,7,334000000000.00
40180000.0,9470000.0,0.0,14740000.0,1140000.0,94680000.0,85210000.0,7,541000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,7,559000000000.00
32370000.0,28280000.0,0.0,18380000.0,1030000.0,94270000.0,65990000.0,7,498000000000.00
37950000.0,15120000.0,0.0,15390000.0,1590000.0,113430000.0,60500000.0,7,471000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,7,559000000000.00
28630000.0,20090000.0,0.0,14470000.0,1120000.0,100460000.0,80370000.0,7,380000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,7,559000000000.00
43900000.0,17700000.0,0.0,18600000.0,1110000.0,88490000.0,70790000.0,7,561000000000.00
38990000.0,18900000.0,0.0,14590000.0,2200000.0,94470000.0,75580000.0,7,590900000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,7,229000000000.00
33790000.0,18900000.0,0.0,17490000.0,950000.0,94470000.0,75580000.0,7,351000000000.00
37400000.0,18920000.0,0.0,17010000.0,1010000.0,92610000.0,75670000.0,28,610900000000.00
31330000.0,26220000.0,0.0,17550000.0,860000.0,104690000.0,61180000.0,28,598000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,28,602900000000.00
42500000.0,10630000.0,0.0,15140000.0,1860000.0,93600000.0,80370000.0,28,618000000000.00
37500000.0,9380000.0,0.0,12660000.0,2340000.0,85210000.0,99260000.0,28,567000000000.00
47500000.0,11880000.0,0.0,18110000.0,890000.0,85210000.0,78150000.0,28,683000000000.00
46900000.0,11720000.0,0.0,13780000.0,3220000.0,85210000.0,84050000.0,28,669000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,28,602900000000.00
38860000.0,9710000.0,0.0,15790000.0,1210000.0,85210000.0,92570000.0,28,507000000000.00
53130000.0,0.0,0.0,14180000.0,2820000.0,85210000.0,89370000.0,28,564000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,28,602900000000.00
31880000.0,21250000.0,0.0,15570000.0,1430000.0,85210000.0,88040000.0,28,555000000000.00
40180000.0,9470000.0,0.0,14740000.0,1140000.0,94680000.0,85210000.0,28,685000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,28,713000000000.00
32370000.0,28280000.0,0.0,18380000.0,1030000.0,94270000.0,65990000.0,28,747000000000.00
37950000.0,15120000.0,0.0,15390000.0,1590000.0,113430000.0,60500000.0,28,522000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,28,713000000000.00
28630000.0,20090000.0,0.0,14470000.0,1120000.0,100460000.0,80370000.0,28,677000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,28,713000000000.00
43900000.0,17700000.0,0.0,18600000.0,1110000.0,88490000.0,70790000.0,28,660000000000.00
38990000.0,18900000.0,0.0,14590000.0,2200000.0,94470000.0,75580000.0,28,745000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,28,713000000000.00
33790000.0,18900000.0,0.0,17490000.0,950000.0,94470000.0,75580000.0,28,499000000000.00
37400000.0,18920000.0,0.0,17010000.0,1010000.0,92610000.0,75670000.0,56,634000000000.00
31330000.0,26220000.0,0.0,17550000.0,860000.0,104690000.0,61180000.0,56,649000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,56,643000000000.00
42500000.0,10630000.0,0.0,15140000.0,1860000.0,93600000.0,80370000.0,56,649000000000.00
37500000.0,9380000.0,0.0,12660000.0,2340000.0,85210000.0,99260000.0,56,602000000000.00
47500000.0,11880000.0,0.0,18110000.0,890000.0,85210000.0,78150000.0,56,723000000000.00
46900000.0,11720000.0,0.0,13780000.0,3220000.0,85210000.0,84050000.0,56,693000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,56,643000000000.00
38860000.0,9710000.0,0.0,15790000.0,1210000.0,85210000.0,92570000.0,56,552000000000.00
53130000.0,0.0,0.0,14180000.0,2820000.0,85210000.0,89370000.0,56,588000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,56,643000000000.00
31880000.0,21250000.0,0.0,15570000.0,1430000.0,85210000.0,88040000.0,56,661000000000.00
40180000.0,9470000.0,0.0,14740000.0,1140000.0,94680000.0,85210000.0,56,737000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,56,773000000000.00
32370000.0,28280000.0,0.0,18380000.0,1030000.0,94270000.0,65990000.0,56,802000000000.00
37950000.0,15120000.0,0.0,15390000.0,1590000.0,113430000.0,60500000.0,56,549000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,56,773000000000.00
28630000.0,20090000.0,0.0,14470000.0,1120000.0,100460000.0,80370000.0,56,729900000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,56,773000000000.00
43900000.0,17700000.0,0.0,18600000.0,1110000.0,88490000.0,70790000.0,56,717000000000.00
38990000.0,18900000.0,0.0,14590000.0,2200000.0,94470000.0,75580000.0,56,794000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,56,773000000000.00
33790000.0,18900000.0,0.0,17490000.0,950000.0,94470000.0,75580000.0,56,598900000000.00
37400000.0,18920000.0,0.0,17010000.0,1010000.0,92610000.0,75670000.0,91,649000000000.00
31330000.0,26220000.0,0.0,17550000.0,860000.0,104690000.0,61180000.0,91,666000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,91,652000000000.00
42500000.0,10630000.0,0.0,15140000.0,1860000.0,93600000.0,80370000.0,91,667000000000.00
37500000.0,9380000.0,0.0,12660000.0,2340000.0,85210000.0,99260000.0,91,625000000000.00
47500000.0,11880000.0,0.0,18110000.0,890000.0,85210000.0,78150000.0,91,741900000000.00
46900000.0,11720000.0,0.0,13780000.0,3220000.0,85210000.0,84050000.0,91,707000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,91,652000000000.00
38860000.0,9710000.0,0.0,15790000.0,1210000.0,85210000.0,92570000.0,91,576000000000.00
53130000.0,0.0,0.0,14180000.0,2820000.0,85210000.0,89370000.0,91,592000000000.00
42500000.0,10630000.0,0.0,15350000.0,1650000.0,85210000.0,88710000.0,91,652000000000.00
31880000.0,21250000.0,0.0,15570000.0,1430000.0,85210000.0,88040000.0,91,681000000000.00
40180000.0,9470000.0,0.0,14740000.0,1140000.0,94680000.0,85210000.0,91,755000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,91,793000000000.00
37950000.0,15120000.0,0.0,15390000.0,1590000.0,113430000.0,60500000.0,91,565000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,91,793000000000.00
28630000.0,20090000.0,0.0,14470000.0,1120000.0,100460000.0,80370000.0,91,768000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,91,793000000000.00
43900000.0,17700000.0,0.0,18600000.0,1110000.0,88490000.0,70790000.0,91,733000000000.00
38990000.0,18900000.0,0.0,14590000.0,2200000.0,94470000.0,75580000.0,91,826000000000.00
36260000.0,18900000.0,0.0,16490000.0,1160000.0,94470000.0,75580000.0,91,793000000000.00
33790000.0,18900000.0,0.0,17490000.0,950000.0,94470000.0,75580000.0,91,678000000000.00
22240000.0,0.0,9670000.0,18930000.0,450000.0,96710000.0,87030000.0,3,115800000000.00
22240000.0,0.0,9670000.0,18930000.0,450000.0,96710000.0,87030000.0,14,244500000000.00
22240000.0,0.0,9670000.0,18930000.0,450000.0,96710000.0,87030000.0,28,248900000000.00
22240000.0,0.0,9670000.0,18930000.0,450000.0,96710000.0,87030000.0,56,294500000000.00
22240000.0,0.0,9670000.0,18930000.0,450000.0,96710000.0,87030000.0,100,407100000000.00
23380000.0,0.0,9460000.0,19790000.0,460000.0,94700000.0,85220000.0,3,103800000000.00
23380000.0,0.0,9460000.0,19790000.0,460000.0,94700000.0,85220000.0,14,221400000000.00
23380000.0,0.0,9460000.0,19790000.0,460000.0,94700000.0,85220000.0,28,228400000000.00
23380000.0,0.0,9460000.0,19790000.0,460000.0,94700000.0,85220000.0,56,276600000000.00
23380000.0,0.0,9460000.0,19790000.0,460000.0,94700000.0,85220000.0,100,345600000000.00
19470000.0,0.0,10050000.0,16560000.0,750000.0,100640000.0,90590000.0,3,124500000000.00
19470000.0,0.0,10050000.0,16560000.0,750000.0,100640000.0,90590000.0,14,249900000000.00
19470000.0,0.0,10050000.0,16560000.0,750000.0,100640000.0,90590000.0,28,257200000000.00
19470000.0,0.0,10050000.0,16560000.0,750000.0,100640000.0,90590000.0,56,339600000000.00
19470000.0,0.0,10050000.0,16560000.0,750000.0,100640000.0,90590000.0,100,373400000000.00
19070000.0,0.0,12540000.0,16210000.0,780000.0,109000000.0,80400000.0,3,150400000000.00
19070000.0,0.0,12540000.0,16210000.0,780000.0,109000000.0,80400000.0,14,210600000000.00
19070000.0,0.0,12540000.0,16210000.0,780000.0,109000000.0,80400000.0,28,264000000000.00
19070000.0,0.0,12540000.0,16210000.0,780000.0,109000000.0,80400000.0,56,353400000000.00
19070000.0,0.0,12540000.0,16210000.0,780000.0,109000000.0,80400000.0,100,405700000000.00
21210000.0,0.0,12160000.0,18030000.0,570000.0,105760000.0,77930000.0,3,124700000000.00
21210000.0,0.0,12160000.0,18030000.0,570000.0,105760000.0,77930000.0,14,209200000000.00
21210000.0,0.0,12160000.0,18030000.0,570000.0,105760000.0,77930000.0,28,249000000000.00
21210000.0,0.0,12160000.0,18030000.0,570000.0,105760000.0,77930000.0,56,342000000000.00
21210000.0,0.0,12160000.0,18030000.0,570000.0,105760000.0,77930000.0,100,396100000000.00
23000000.0,0.0,11830000.0,19550000.0,460000.0,102940000.0,75860000.0,3,100300000000.00
23000000.0,0.0,11830000.0,19550000.0,460000.0,102940000.0,75860000.0,14,200800000000.00
23000000.0,0.0,11830000.0,19550000.0,460000.0,102940000.0,75860000.0,28,244800000000.00
23000000.0,0.0,11830000.0,19550000.0,460000.0,102940000.0,75860000.0,56,315400000000.00
23000000.0,0.0,11830000.0,19550000.0,460000.0,102940000.0,75860000.0,100,353400000000.00
19030000.0,0.0,12520000.0,16190000.0,990000.0,108810000.0,80260000.0,3,94500000000.00
19030000.0,0.0,12520000.0,16190000.0,990000.0,108810000.0,80260000.0,14,227200000000.00
19030000.0,0.0,12520000.0,16190000.0,990000.0,108810000.0,80260000.0,28,284700000000.00
19030000.0,0.0,12520000.0,16190000.0,990000.0,108810000.0,80260000.0,56,385600000000.00
19030000.0,0.0,12520000.0,16190000.0,990000.0,108810000.0,80260000.0,100,403900000000.00
16610000.0,0.0,16330000.0,17650000.0,450000.0,105860000.0,78010000.0,3,107600000000.00
16610000.0,0.0,16330000.0,17650000.0,450000.0,105860000.0,78010000.0,14,254800000000.00
16610000.0,0.0,16330000.0,17650000.0,450000.0,105860000.0,78010000.0,28,215400000000.00
16610000.0,0.0,16330000.0,17650000.0,450000.0,105860000.0,78010000.0,56,286300000000.00
16610000.0,0.0,16330000.0,17650000.0,450000.0,105860000.0,78010000.0,100,335400000000.00
16800000.0,4210000.0,16380000.0,12180000.0,570000.0,105870000.0,78010000.0,3,77500000000.00
16800000.0,4210000.0,16380000.0,12180000.0,570000.0,105870000.0,78010000.0,14,178200000000.00
16800000.0,4210000.0,16380000.0,12180000.0,570000.0,105870000.0,78010000.0,28,242400000000.00
16800000.0,4210000.0,16380000.0,12180000.0,570000.0,105870000.0,78010000.0,56,328500000000.00
16800000.0,4210000.0,16380000.0,12180000.0,570000.0,105870000.0,78010000.0,100,392300000000.00
21370000.0,9810000.0,2450000.0,18170000.0,690000.0,106580000.0,78540000.0,3,180000000000.00
21370000.0,9810000.0,2450000.0,18170000.0,690000.0,106580000.0,78540000.0,14,303900000000.00
21370000.0,9810000.0,2450000.0,18170000.0,690000.0,106580000.0,78540000.0,28,457100000000.00
21370000.0,9810000.0,2450000.0,18170000.0,690000.0,106580000.0,78540000.0,56,507700000000.00
21370000.0,9810000.0,2450000.0,18170000.0,690000.0,106580000.0,78540000.0,100,539000000000.00
21380000.0,9810000.0,2450000.0,18170000.0,670000.0,106600000.0,78550000.0,3,131800000000.00
21380000.0,9810000.0,2450000.0,18170000.0,670000.0,106600000.0,78550000.0,14,178400000000.00
21380000.0,9810000.0,2450000.0,18170000.0,670000.0,106600000.0,78550000.0,28,402300000000.00
21380000.0,9810000.0,2450000.0,18170000.0,670000.0,106600000.0,78550000.0,56,471300000000.00
21380000.0,9810000.0,2450000.0,18170000.0,670000.0,106600000.0,78550000.0,100,499700000000.00
22970000.0,0.0,11820000.0,19520000.0,610000.0,102810000.0,75760000.0,3,133600000000.00
22970000.0,0.0,11820000.0,19520000.0,610000.0,102810000.0,75760000.0,14,223200000000.00
22970000.0,0.0,11820000.0,19520000.0,610000.0,102810000.0,75760000.0,28,245400000000.00
22970000.0,0.0,11820000.0,19520000.0,610000.0,102810000.0,75760000.0,56,313500000000.00
22970000.0,0.0,11820000.0,19520000.0,610000.0,102810000.0,75760000.0,100,408600000000.00
23810000.0,0.0,9410000.0,18670000.0,700000.0,94990000.0,84700000.0,3,199300000000.00
23810000.0,0.0,9410000.0,18670000.0,700000.0,94990000.0,84700000.0,14,256900000000.00
23810000.0,0.0,9410000.0,18670000.0,700000.0,94990000.0,84700000.0,28,302300000000.00
23810000.0,0.0,9410000.0,18670000.0,700000.0,94990000.0,84700000.0,56,395900000000.00
23810000.0,0.0,9410000.0,18670000.0,700000.0,94990000.0,84700000.0,100,443000000000.00
25000000.0,0.0,9570000.0,18740000.0,550000.0,95690000.0,86120000.0,3,138200000000.00
25000000.0,0.0,9570000.0,18740000.0,550000.0,95690000.0,86120000.0,14,249200000000.00
25000000.0,0.0,9570000.0,18740000.0,550000.0,95690000.0,86120000.0,28,292200000000.00
25000000.0,0.0,9570000.0,18740000.0,550000.0,95690000.0,86120000.0,56,383300000000.00
25000000.0,0.0,9570000.0,18740000.0,550000.0,95690000.0,86120000.0,100,423500000000.00
21250000.0,0.0,10040000.0,15930000.0,870000.0,100780000.0,90360000.0,3,135400000000.00
21250000.0,0.0,10040000.0,15930000.0,870000.0,100780000.0,90360000.0,14,263100000000.00
21250000.0,0.0,10040000.0,15930000.0,870000.0,100780000.0,90360000.0,28,316400000000.00
21250000.0,0.0,10040000.0,15930000.0,870000.0,100780000.0,90360000.0,56,425500000000.00
21250000.0,0.0,10040000.0,15930000.0,870000.0,100780000.0,90360000.0,100,429200000000.00
21260000.0,0.0,10040000.0,15940000.0,1040000.0,100380000.0,90380000.0,3,133300000000.00
21260000.0,0.0,10040000.0,15940000.0,1040000.0,100380000.0,90380000.0,14,253700000000.00
21260000.0,0.0,10040000.0,15940000.0,1040000.0,100380000.0,90380000.0,28,374000000000.00
21260000.0,0.0,10040000.0,15940000.0,1040000.0,100380000.0,90380000.0,56,444000000000.00
21260000.0,0.0,10040000.0,15940000.0,1040000.0,100380000.0,90380000.0,100,477400000000.00
21200000.0,0.0,12480000.0,15900000.0,780000.0,108540000.0,79950000.0,3,195200000000.00
21200000.0,0.0,12480000.0,15900000.0,780000.0,108540000.0,79950000.0,14,313500000000.00
21200000.0,0.0,12480000.0,15900000.0,780000.0,108540000.0,79950000.0,28,385000000000.00
21200000.0,0.0,12480000.0,15900000.0,780000.0,108540000.0,79950000.0,56,450800000000.00
21200000.0,0.0,12480000.0,15900000.0,780000.0,108540000.0,79950000.0,100,478200000000.00
23180000.0,0.0,12160000.0,17400000.0,670000.0,105640000.0,77850000.0,3,154400000000.00
23180000.0,0.0,12160000.0,17400000.0,670000.0,105640000.0,77850000.0,14,267700000000.00
23180000.0,0.0,12160000.0,17400000.0,670000.0,105640000.0,77850000.0,28,337300000000.00
23180000.0,0.0,12160000.0,17400000.0,670000.0,105640000.0,77850000.0,56,427000000000.00
23180000.0,0.0,12160000.0,17400000.0,670000.0,105640000.0,77850000.0,100,458400000000.00
25140000.0,0.0,11830000.0,18850000.0,580000.0,102840000.0,75770000.0,3,172200000000.00
25140000.0,0.0,11830000.0,18850000.0,580000.0,102840000.0,75770000.0,14,299300000000.00
25140000.0,0.0,11830000.0,18850000.0,580000.0,102840000.0,75770000.0,28,296500000000.00
25140000.0,0.0,11830000.0,18850000.0,580000.0,102840000.0,75770000.0,56,369700000000.00
25140000.0,0.0,11830000.0,18850000.0,580000.0,102840000.0,75770000.0,100,435800000000.00
25140000.0,0.0,11830000.0,18850000.0,640000.0,102840000.0,75770000.0,3,131200000000.00
25140000.0,0.0,11830000.0,18850000.0,640000.0,102840000.0,75770000.0,14,244300000000.00
25140000.0,0.0,11830000.0,18850000.0,640000.0,102840000.0,75770000.0,28,326600000000.00
25140000.0,0.0,11830000.0,18850000.0,640000.0,102840000.0,75770000.0,56,366400000000.00
25140000.0,0.0,11830000.0,18850000.0,640000.0,102840000.0,75770000.0,100,442100000000.00
